obsid,ra_obs,dec_obs,snru,snrg,snrr,snri,snrz,objtype,z,z_err,magtype,mag1,mag2,mag3,mag4,mag5,mag6,mag7,tsource,ra,dec,teff,teff_err,logg,logg_err,feh,feh_err,rv,rv_err,ra_epoch2000,dec_epoch2000,source_id,ra_x,ra_error,dec_x,dec_error,parallax,parallax_error,parallax_over_error,pm,pmra,pmra_error,pmdec,pmdec_error,astrometric_chi2_al,astrometric_excess_noise,astrometric_excess_noise_sig,astrometric_params_solved,visibility_periods_used,ruwe,phot_g_mean_flux,phot_g_mean_flux_error,phot_g_mean_mag,phot_bp_mean_flux,phot_bp_mean_flux_error,phot_bp_mean_mag,phot_rp_mean_flux,phot_rp_mean_mag,bp_rp,dr2_radial_velocity,dr2_radial_velocity_error,dr2_rv_nb_transits,dr2_rv_template_teff,dr2_rv_template_logg,panstarrs1,sdssdr13,skymapper2,phot_g_mean_mag_error,phot_bp_mean_mag_error,phot_rp_mean_mag_error,phot_g_mean_mag_corrected,phot_g_mean_mag_error_corrected,phot_g_mean_flux_corrected,angDist,l,b,x,y,vx,vy,vz,r,theta,phi,vr,vtheta,vphi,R,T,vR,vT,Vtot
110123,329.91092,-0.01597,51.73,231.67,385.17,525.86,424.49,None,-1.0004091556988,1.76122E-05,None,13.14,11.47,10.7,15.89,12.15,10,10,None,329.91092,-0.01597,5020.79,24.35,2.334,0.038,-1.036,0.02,19.55,5.28,329.91093229165,-0.01601894913,2.68054396623138E+018,329.91095998664,0.0162,-0.01601860581,0.0196,0.6501,0.0163,39.7888,6.232,6.231,0.021,0.077,0.027,291.71,0.072,5.91,31,12,0.73,624214,118.407,11.199033,298765,232.863,11.650217,467269,10.573977,1.07624,24.33,0.63,8,5000,4.5,,1.23766354314592E+018,5623094,0.002763,0.002916,0.003804,11.199033,0.002763,624214,0.181688,59.0136508449356,-40.659912375809,-0.60075066379301,1.00035679363685,-35.84977949853,-5.79700082313458,-27.3044181970929,7.73005982650393,1.70081956798677,0.130886324096367,-32.4521691740534,31.7875881847752,-1.06855678789123,1.16847093696681,1.02771400834712,34.8088418624404,-10.1716940395998,236.89581402037
2503222,71.248727,28.707772,1.39,17.82,59.05,114.89,105.99,None,-0.470456706001336,1.93134E-05,None,99,14.9,13.8,0,99,99,99,None,71.248727,28.707772,4663.05,127.51,1.451,0.198,-1.192,0.118,77.81,5.79,71.24869092801,28.70782774094,1.57826858285244E+017,71.24874964564,0.02,28.70775380749,0.0097,0.4104,0.022,18.632,20.273,11.588,0.025,-16.635,0.019,831.28,0.11,9.269,31,18,1.371,59147.4,11.0482,13.757528,18804.4,18.0256,14.652893,58977.6,12.821178,1.831715,73.12,1.55,17,5500,4.5,1.4244071248779E+017,,,0.002763,0.002978,0.003812,13.757528,0.002763,59147.4,0.230738,172.46875399076,-10.9595200230032,2.37157068822481,0.313539041300034,-27.122428051241,-231.86339616793,-18.457773381835,10.5863595600641,1.61456889679166,0.02965000806095,-33.1437120671863,19.934060363732,-230.957423027952,2.39075793846723,3.01007134428521,20.2334249946763,-232.310044202128,464.509171690387
4102050,45.499603,50.481486,4.14,16.36,31.48,22.58,29.38,None,-0.191133238188142,2.00472E-05,None,13.26,99,99,99,99,99,99,None,45.499603,50.481486,5447.98,80.22,2.607,0.125,-1.22,0.075,-40.32,6.01,45.4995870083,50.48148446409,4.39572864616571E+017,45.49974904725,0.0112,50.48144293825,0.0112,0.6673,0.0147,45.3072,25.011,23.2,0.017,-9.343,0.015,679.87,0.058,4.137,31,19,1.055,138330,26.4057,12.835079,50998.3,45.948,13.569653,126609,11.991736,1.577916,-31.79,1.38,16,5500,3.5,1.68570454996938E+017,,,0.002763,0.002957,0.003794,12.835079,0.002763,138330,0.037048,143.170432896519,-7.18841273058777,1.19006570738037,0.891241083218825,-107.854241889788,-139.549103200573,21.4945432473749,9.43412999090037,1.59067448091265,0.094629710959542,-120.960776847075,-19.0871049044998,-128.733763258543,1.48630093405437,2.49855228767038,94.1991383782996,-148.860543399898,381.080533325348
13908101,63.814799,44.358825,2.02,18.12,86.6,118.63,159.56,None,-0.294617423923247,1.26421E-05,None,13.02,99,99,99,99,99,99,None,63.814799,44.358825,4610.24,98.98,1.176,0.154,-1.637,0.092,-17.13,3.79,63.81479628134,44.35882264125,2.32599661931742E+017,63.81488406752,0.0114,44.35875598417,0.0094,0.2879,0.0165,17.4535,20.6,14.122,0.018,-14.998,0.013,392.54,0,0,31,16,1.064,106954,19.8998,13.114373,32523.7,30.0361,14.058042,109362,12.150731,1.907311,-22.38,0.97,9,5000,3,1.61230638148571E+017,,,0.002763,0.002965,0.003797,13.114373,0.002763,106954,0.011003,156.792020508659,-4.70545634356083,3.18160048197818,1.3641602321844,-132.231877615886,-311.921154791532,-16.5714156765734,11.4666015836002,1.59564820011818,0.119287584893974,-167.948378501308,20.7578303074601,-293.968300320365,3.46087193468533,2.73643495880385,94.1916886551705,-325.185917387888,552.380233716449
15505094,80.536311,27.440295,0,49.2,125.68,239.43,226.02,None,-0.16740560509723,2.22821E-05,None,99,14.26,13.09,0,99,99,99,None,80.536311,27.440295,4819.19,41.94,1.876,0.069,-1.49,0.04,146.31,6.68,80.53626049004,27.44035149067,3.4212879391621E+018,80.53636184815,0.015,27.44027544666,0.0106,0.555,0.0174,31.8379,26.503,20.24,0.019,-17.11,0.014,434.17,0.057,2.854,31,17,1.126,117222,29.5144,13.014842,35180,28.1877,13.972804,120860,12.042191,1.930614,149.97,1.74,7,5000,3,1.40920805363289E+017,1.23767341243905E+018,,0.002769,0.002923,0.003797,13.014842,0.002769,117222,0.259616,178.451134037163,-5.15689086236325,1.79385301451316,0.048504704890154,-11.4951273414703,-217.860871196964,60.4142367354282,9.99528284597249,1.58699986000212,0.004853415791279,-13.5294786285861,-60.1960096143843,-217.802514861816,1.79396873720344,3.11455675625235,10.4280543668372,-217.658884257719,454.043201874337
19012084,183.587971,28.797585,10.8,64.32,95.41,136.16,105.49,None,2.30636443730961,2.58512E-05,None,99,99,12.69,99,99,11.53,11.1,None,183.587971,28.797585,5072.36,42.48,2.614,0.07,-1.388,0.04,-35.09,7.75,183.58802253108,28.79762060012,4.01295702892547E+018,183.58802573086,0.018,28.79755020252,0.0168,0.4288,0.0208,20.5827,15.852,0.631,0.024,-15.839,0.021,513.56,0.111,11,31,14,1.155,135746,41.1979,12.855548,67379.5,47.7197,13.267222,98599,12.263214,1.004008,-28.19,1.91,12,5000,3,1.42551835879768E+017,1.23766720999201E+018,,0.002775,0.002894,0.003856,12.855548,0.002775,135746,0.207012,199.257332610799,81.6449656603961,0.319907269701847,-0.111762555873141,89.5346441725662,-150.557148716683,5.09977394279443,8.82752065433843,1.3063445831749,-0.013117061302135,89.6518896666144,19.0011612532118,-149.369798936034,0.345479737422446,-2.81213241169397,-87.5664294488561,-151.463610792535,391.79891852272
19014089,180.976392,27.993841,8.59,53.5,69.7,111.47,85.51,None,1.79722376732932,3.78262E-05,None,99,99,13.04,99,99,11.92,11.48,None,180.976392,27.993841,5074.14,50.37,2.483,0.083,-1.957,0.048,-46.85,11.34,180.97634887951,27.9938498455,4.00702905063994E+018,180.97625447516,0.0124,27.99369318169,0.0094,0.5467,0.0148,36.9501,39.929,-18.756,0.014,-35.249,0.011,336.74,0.023,0.5135,31,17,1.066,105892,18.2623,13.125209,54149.8,39.5266,13.50455,74498,12.567534,0.937016,-34.6,4.63,6,6000,3.5,1.41591809762913E+017,1.23766732379233E+018,,0.002762,0.002901,0.003805,13.125209,0.002762,105892,0.140721,205.494533394589,79.4341451919657,0.302744778664978,-0.144366397238007,-1.28593905104476,-345.0889178792,-27.9509032648829,8.69199797619217,1.36241819972034,-0.016977168051533,-1.3100108560055,28.2988057616709,-345.061018133639,0.340327074458472,-2.70348126782074,7.12895364906202,-344.762295218963,577.739030853203
19314099,168.403223,29.185768,12.1,78.27,109.8,178.23,143.96,None,2.65237844834546,1.93801E-05,None,99,99,12.76,99,99,11.5,10.99,None,168.403223,29.185768,4918.76,31.34,2.361,0.052,-1.12,0.03,73.76,5.81,168.40317493345,29.18569411749,3.99913290788445E+018,168.40310637873,0.0164,29.1856545867,0.0172,0.3501,0.021,16.6921,16.139,-13.467,0.019,-8.894,0.022,659.75,0.134,15.48,31,18,1.124,123284,42.9874,12.960103,58045.6,42.7826,13.429119,93161.5,12.324804,1.104315,84.05,1.07,3,6000,3.5,1.43021684031973E+017,1.2376672545464E+018,,0.002781,0.002903,0.003823,12.960103,0.002781,123284,0.305886,201.723699628965,68.3789467930285,0.977713622527865,-0.389548045555623,-114.342819675553,-173.569765112271,-67.4673694912812,9.56206598967781,1.28940013518912,-0.042419537195309,-121.413103946193,35.1402349854573,-178.262541306257,1.05994570856804,-2.76524229475851,121.578643259378,-168.309963624225,433.13778472328
20004158,184.012772,30.227201,10.79,52.23,98.11,123.4,99.1,None,3.17990742789655,2.51507E-05,None,99,99,13.28,99,99,11.93,11.37,None,184.012772,30.227201,4730.05,54.46,1.95,0.09,-1.379,0.052,-173.35,7.54,184.01276539669,30.22718035831,4.01371040484459E+018,184.01277503051,0.0131,30.22708231354,0.0109,0.311,0.0159,19.5794,22.139,1.873,0.014,-22.06,0.013,281.73,0,0,95,18,0.97,83133.4,273.9,13.387929,38543,424.734,13.873679,64490.7,12.724154,1.149526,-154.06,11.33,9,4500,3,1.44271840127693E+017,1.2376672545523E+018,,0.004515,0.012286,0.009895,13.389625,0.00452,83003.6,0.077097,189.081405015427,81.6460184769811,0.461309471310782,-0.07373625760552,184.971831261115,-281.533568131538,20.1480277676015,9.22737729127197,1.21880334355864,-0.008513086451193,182.818162592611,45.6905642691888,-279.948704282142,0.476702990775629,-2.98626241953452,-182.581417974534,-282.843091532426,543.985201464917
20503098,172.040798,30.383268,30.58,123.09,183.67,255.37,223.46,None,2.93475251812724,1.79124E-05,None,99,99,12.78,99,99,11.47,10.93,None,172.040798,30.383268,4883.57,21.25,2.027,0.035,-1.472,0.019,70.97,5.37,172.04077423331,30.38329028147,4.02268750496804E+018,172.04072466519,0.0178,30.38323797067,0.0201,0.3228,0.0255,12.65,15.202,-9.621,0.019,-11.77,0.02,859.4,0.155,22.38,31,15,1.292,126274,48.5735,12.934084,58919.7,55.2013,13.41289,96465.6,12.286964,1.125926,78.7,2.29,3,5500,3.5,1.4446172040776E+017,1.23766721267204E+018,,0.002787,0.00297,0.003858,12.934084,0.002787,126274,0.109005,197.877969935845,71.4884424269537,0.936074540959947,-0.301946422161631,-56.9933257068479,-212.132405005009,-39.8755394559879,9.60148770715552,1.25985669464108,-0.033037882350037,-59.7617251077693,22.685968021724,-213.8992403675,0.992055238387958,-2.83230786171,63.9499664261622,-209.879197598568,451.649925268538
26103004,164.526077,26.577305,65.18,216.73,296.92,388.87,319.63,None,0.654160839302587,1.9747E-05,None,99,99,12.3,99,99,11.25,10.86,None,164.526077,26.577305,5515.48,11.82,3.664,0.019,-1.327,0.01,210.29,5.92,164.52605860007,26.57730658981,7.30181140815906E+017,164.52559936649,0.0123,26.57708786164,0.0125,1.3811,0.0152,91.1371,104.696,-92.409,0.014,-49.214,0.016,310.76,0.049,2.629,31,14,0.949,202635,76.2156,12.420582,106827,72.5065,12.766837,138353,11.895421,0.871416,219.57,2.32,5,5500,3.5,1.39891645258103E+017,1.2376673237859E+018,,0.002785,0.002886,0.003849,12.420582,0.002785,202635,0.059516,207.650203261003,64.7694998190789,0.273391317383359,-0.143230685709959,-212.245372370478,-252.014732606874,-143.452056505434,8.49987536722191,1.49366163057947,-0.016901974765491,-218.392044023054,127.007372641769,-255.56593121466,0.310377147982962,-2.66190564166769,216.459010070845,-248.136116440322,553.167347815672
26906234,63.815087,46.219779,1.65,9.65,28.96,25.12,31.23,None,-0.117350766876337,1.84127E-05,None,99,14.15,13,0,10.95,10.38,10.21,None,63.815087,46.219779,4756.39,85.04,1.598,0.137,-1.183,0.081,-26.95,5.52,63.8150819958,46.21980244868,2.33741848354529E+017,63.81513550398,0.0114,46.21978491832,0.0087,0.5235,0.015,34.9831,9.217,8.33,0.015,-3.944,0.012,422.17,0.027,0.8137,31,18,1.114,112136,22.8722,13.063008,40097,35.4106,13.830761,104604,12.199029,1.631732,-16.6,1.82,6,5500,3.5,1.63460638151444E+017,,,0.002764,0.00295,0.0038,13.063008,0.002764,112136,0.085331,155.49938782242,-3.3635922256346,1.73522305269486,0.790809094952596,-34.2225174573717,-71.3885870351092,26.4235805821408,9.96727632164155,1.58204100911851,0.079429050177156,-40.0735107901416,-25.9675217072955,-68.4481063184608,1.90657311794703,2.71389647359645,28.4595429925256,-73.623614957989,304.258371237634
27005063,70.16687,51.632249,0,15.91,52.79,113.23,125.13,None,0.164401107182687,1.25087E-05,None,99,15.1,13.47,0,10.68,9.9,9.71,None,70.16687,51.632249,4508.39,84.08,0.881,0.131,-1.887,0.078,-25.18,3.75,70.16688379567,51.63225859175,2.60490904672974E+017,70.16695003032,0.0114,51.63223567243,0.0083,0.343,0.0144,23.8628,10.591,9.25,0.016,-5.157,0.011,394.27,0,0,31,21,1.041,83644.3,23.2552,13.381275,21740.1,23.1785,14.495388,91918.1,12.339394,2.155994,-15.19,2.16,3,6000,3.5,1.69950701668859E+017,,,0.002772,0.003021,0.003814,13.381275,0.002772,83644.3,0.046289,154.485125973299,3.38990462705931,2.6265142881359,1.25362012404816,-56.8208143534476,-125.78232404793,48.7231774655221,10.9002153225403,1.55498019217374,0.115278289068244,-70.1322223752267,-49.8316005323182,-118.411775062392,2.91077597225634,2.69634776992098,41.9943222912318,-131.22840881806,360.66728260268
27011125,71.763707,54.442888,8.05,30.2,47.25,39.04,32.93,None,0.06399895470759,3.09881E-05,None,99,0,12.01,0,10.62,10.2,10.1,None,71.763707,54.442888,5400.79,117.34,3.503,0.193,-1.332,0.114,-301.71,9.29,71.76371762712,54.44295765136,2.73410303738551E+017,71.763708769,0.0096,54.44285964739,0.0076,1.5779,0.0126,125.1995,22.082,-1.159,0.015,-22.051,0.011,588.03,0.054,4.536,31,20,0.962,260468,46.4509,12.147983,121977,74.1136,12.622851,199536,11.497845,1.125007,-293.09,1.22,10,6000,3.5,,,,0.002762,0.002867,0.00379,12.147983,0.002762,260468,0.25173,152.974995764947,5.95025879535608,0.561511424979729,0.286413095150646,-25.9657837617513,-41.2267957939459,-45.016020885307,8.76643776864173,1.56330198111739,0.032678281559594,-27.6355514748853,44.8173233093694,-40.3564191387084,0.63047782831889,2.67004416095688,24.6021619920576,-41.7975940211916,277.431405734331
27614079,168.403223,29.185768,9.97,39.68,62.2,79.09,70.31,None,2.65237844834546,2.05142E-05,None,99,99,12.76,99,99,11.5,10.99,None,168.403223,29.185768,4950.32,52.73,2.425,0.087,-1.137,0.051,76.65,6.15,168.40317493345,29.18569411749,3.99913290788445E+018,168.40310637873,0.0164,29.1856545867,0.0172,0.3501,0.021,16.6921,16.139,-13.467,0.019,-8.894,0.022,659.75,0.134,15.48,31,18,1.124,123284,42.9874,12.960103,58045.6,42.7826,13.429119,93161.5,12.324804,1.104315,84.05,1.07,3,6000,3.5,1.43021684031973E+017,1.2376672545464E+018,,0.002781,0.002903,0.003823,12.960103,0.002781,123284,0.305886,201.723699628965,68.3789467930285,0.977713622527865,-0.389548045555623,-114.342819675553,-173.569765112271,-67.4673694912812,9.56206598967781,1.28940013518912,-0.042419537195309,-121.413103946193,35.1402349854573,-178.262541306257,1.05994570856804,-2.76524229475851,121.578643259378,-168.309963624225,433.13778472328
27704159,186.339788,27.546555,60.02,183.86,301.63,364.3,290.98,None,3.95465034955711,2.15816E-05,None,99,99,12.07,99,99,10.9,10.47,None,186.339788,27.546555,5242.54,19.65,2.595,0.032,-1.083,0.017,63.24,6.47,186.33977505253,27.54652151973,4.00916193139894E+018,186.33969843749,0.0119,27.54647030821,0.0121,0.2515,0.0148,16.9489,19.141,-15.284,0.016,-11.523,0.017,488.04,0.06,5.356,31,16,1.054,255801,62.1615,12.167611,128483,68.563,12.56643,183180,11.5907,0.97573,64.45,0.73,13,5000,2,1.41051863394526E+017,1.23766732325755E+018,,0.002768,0.00285,0.003806,12.167611,0.002768,255801,0.127417,207.306968796323,84.1940359157772,0.357402576662412,-0.184524279590529,-140.005879596812,-331.328383373632,-28.0337418857026,9.4292691411478,1.13788227560746,-0.021559776651347,-132.339935982364,-30.2712659463019,-334.269643323819,0.412944701230833,-2.67831440218125,147.099818773231,-327.978001465255,582.203622704304
27714130,184.856288,28.197365,33.21,132.69,168.94,288.06,243.7,None,2.81371537965832,2.03141E-05,None,99,99,12.08,99,99,11.01,10.65,None,184.856288,28.197365,5208.9,21.36,2.523,0.035,-1.227,0.019,8.64,6.09,184.85627499043,28.19738634501,4.01018196895201E+018,184.85624464472,0.0123,28.19731776169,0.0109,0.3525,0.0149,23.6399,16.563,-6.017,0.014,-15.431,0.013,428.05,0.065,4.796,31,18,1.045,221531,51.6057,12.323779,111370,61.043,12.721619,158518,11.7477,0.973919,11.71,1.06,13,5000,3,,1.23766744404479E+018,,0.002767,0.002853,0.003815,12.323779,0.002767,221531,0.087226,202.508472620045,82.8328542671151,0.326979119130749,-0.135495837206939,31.0529238189177,-220.450212483057,-6.98600060762836,8.98055357252491,1.2520006675017,-0.015888913624074,30.6188820439784,17.469882002748,-219.929009441046,0.361847893326404,-2.75774749717867,-27.5613957074922,-220.660746460267,453.018928651418
27901117,70.549414,38.680754,0.17,8.82,49.16,91.64,85.55,None,-0.176420781548802,1.60111E-05,None,99,14.11,12.74,0,10.24,9.54,9.35,None,70.549414,38.680754,4695.69,68.33,1.341,0.111,-1.509,0.065,-57.29,4.8,70.54937960303,38.68074329956,1.99657228409895E+017,70.54944814324,0.0126,38.68072563563,0.0073,0.5061,0.0157,32.1381,12.678,12.039,0.019,-3.974,0.015,652.33,0.041,2.531,31,17,1.002,158668,23.9693,12.686147,47346.2,33.4343,13.65033,163647,11.713123,1.937206,-59.18,0.93,16,4750,1.5,1.54410705494388E+017,,,0.00276,0.002894,0.003797,12.686147,0.00276,158668,0.104059,164.403379046294,-4.95476330964764,1.89602691023825,0.52925969124344,-32.4316456016014,-96.8935911905964,60.5165741394856,10.1113302186711,1.58767486537186,0.052374629117901,-38.4755481761453,-59.8686603298218,-95.0629081288531,1.96796254496794,2.86930735399569,27.317178634003,-98.2031428037278,334.832449781585
27912119,72.58825,42.347233,0.89,9.08,21.93,37.35,35.65,None,-0.076140017424883,2.43168E-05,None,99,14.59,13.4,12.9,11.44,10.82,10.66,None,72.58825,42.347233,4793.75,136.83,1.882,0.222,-1.041,0.13,55.96,7.29,72.58826212404,42.34722962158,2.03496482497292E+017,72.58831100885,0.0136,42.34721126798,0.0091,0.3588,0.0157,22.8428,9.118,8.129,0.021,-4.13,0.016,407.8,0,0,31,19,1.074,79355.8,10.8554,13.43842,29220.7,18.5866,14.174314,72422.6,12.59821,1.576103,67,3.31,6,4000,3,1.58810725882927E+017,,,0.002759,0.002874,0.003806,13.43842,0.002759,79355.8,0.034475,162.611416225442,-1.39910935498295,2.65890576286618,0.83266877574527,-34.2358744869522,-105.202913803454,47.6780143761939,10.8909963994341,1.5770447242003,0.076530961322759,-42.476128740708,-47.406487327247,-102.277430559702,2.78598883710014,2.8380804705121,26.100850687726,-107.257234721994,340.32163485334
27912156,72.176629,41.963379,4.48,38.83,91.3,142.56,127.74,None,-0.046604366733369,2.67518E-05,None,99,99,99,99,9.55,8.96,8.84,None,72.176629,41.963379,4904.63,54.09,2.204,0.089,-1.564,0.052,51.16,8.02,72.17664307938,41.9633710658,2.03464253063048E+017,72.17667549008,0.0211,41.96325669417,0.0124,0.7659,0.0262,29.1798,26.299,5.422,0.025,-25.734,0.022,1683.81,0.156,38.82,31,17,1.276,514463,214.182,11.408981,205208,110.775,12.058056,444566,10.628054,1.430002,54.34,0.8,9,5000,3,,,,0.002792,0.002851,0.003789,11.408981,0.002792,514463,0.047289,162.710327880897,-1.87940231898688,1.24598611396265,0.387835088415373,-40.3147915293681,-137.802158906128,-76.681179204485,9.45404163718838,1.57532562742413,0.041035141242395,-45.5861840613485,76.8954306582144,-136.032294919399,1.30478241605596,2.83979770270294,34.6271141729768,-139.084383009304,378.689679718242
28106141,102.76758,17.172325,7.12,35.54,43.91,37.17,44.77,None,0.393204234669056,2.92202E-05,None,99,99,99,99,10.52,9.96,9.83,None,102.76758,17.172325,4917.54,86.64,2.076,0.142,-1.468,0.084,336.45,8.76,102.76758840429,17.172333711,3.35842865324646E+018,102.76763278605,0.0121,17.17229281048,0.0117,0.3316,0.0146,22.6329,13.256,9.541,0.014,-9.203,0.013,347.91,0.061,4.223,31,16,0.987,263875,57.3345,12.133872,116000,55.4004,12.677398,211789,11.433136,1.244262,347.24,2.6,3,6000,3.5,,1.23767958430273E+018,,0.002765,0.002838,0.003801,12.133872,0.002765,263875,0.04265,197.515294715587,7.65823465168168,2.85021345958356,-0.899505405355241,61.4994068371409,-167.411151324529,64.0717259128376,11.0940450653568,1.53456345905056,-0.081222547879232,77.1508652190269,-61.3100884602081,-161.8695925101,2.98990493523756,-2.83600764879976,-47.7455579342367,-171.59552145738,406.436585422089
28206141,102.76758,17.172325,8.06,35.03,44.54,36.51,39.92,None,0.393204234669056,2.46504E-05,None,99,99,99,99,10.52,9.96,9.83,None,102.76758,17.172325,4812.31,59.74,1.775,0.098,-1.581,0.058,339.24,7.39,102.76758840429,17.172333711,3.35842865324646E+018,102.76763278605,0.0121,17.17229281048,0.0117,0.3316,0.0146,22.6329,13.256,9.541,0.014,-9.203,0.013,347.91,0.061,4.223,31,16,0.987,263875,57.3345,12.133872,116000,55.4004,12.677398,211789,11.433136,1.244262,347.24,2.6,3,6000,3.5,,1.23767958430273E+018,,0.002765,0.002838,0.003801,12.133872,0.002765,263875,0.04265,197.515294715587,7.65823465168168,2.85021345958356,-0.899505405355241,61.4994068371409,-167.411151324529,64.0717259128376,11.0940450653568,1.53456345905056,-0.081222547879232,77.1508652190269,-61.3100884602081,-161.8695925101,2.98990493523756,-2.83600764879976,-47.7455579342367,-171.59552145738,406.436585422089
28308184,138.206871,29.788744,19.9,107.59,152.7,196.45,156.64,None,2.98718839718011,1.48102E-05,None,99,99,12.02,99,99,10.73,10.2,None,138.206871,29.788744,4776.57,18.36,1.884,0.03,-1.141,0.017,0.55,4.44,138.20683460334,29.78879975019,6.98976034451627E+017,138.20687052547,0.0139,29.78873146284,0.0106,0.2247,0.019,11.8582,16.89,7.014,0.017,-15.365,0.013,430.16,0.067,5.394,31,16,1.057,239191,61.3163,12.240504,109874,79.4923,12.736303,184825,11.580992,1.155312,1.79,1.65,8,6000,3.5,,1.2376646684284E+018,,0.002769,0.002899,0.003811,12.240504,0.002769,239191,0.230677,196.170210423358,42.328918725062,3.15996404868498,-0.916273068846049,150.730575135203,-316.860741323196,62.0661570268576,11.7842809391452,1.3136655879248,-0.080483862212179,185.722411958573,-15.332794760936,-303.716752422231,3.29885068053864,-2.86013131582018,-124.799179361496,-327.700002718505,570.383608615828
28416161,165.980921,31.408594,18.65,64.7,107.24,74.57,69.18,None,2.6755570985563,2.18151E-05,None,99,99,12.78,99,99,11.49,10.96,None,165.980921,31.408594,4910.96,34.91,2.247,0.058,-1.366,0.033,108.67,6.54,165.98090200781,31.4086198655,7.33758397601587E+017,165.98080280519,0.014,31.40857666097,0.0134,0.3416,0.0171,19.9474,21.387,-19.05,0.016,-9.721,0.017,476.52,0.091,7.44,31,16,1.035,130883,40.7157,12.895155,62179.8,46.4806,13.354419,98268.4,12.266861,1.087558,111.39,1.14,4,4500,3,1.45691659808801E+017,1.23766536904324E+018,,0.002776,0.002906,0.003831,12.895155,0.002776,130883,0.109889,196.107000685735,66.2271607670679,1.13374555794417,-0.32738891315883,-183.009291717302,-209.743801198961,-102.952012892112,9.71612580469086,1.29144879873676,-0.035061460205232,-197.128165128636,50.5649568972437,-216.030153173724,1.1878759134937,-2.86235875418024,190.229229366681,-202.944619353003,500.189612645435
28504169,181.233933,31.030981,51.88,148.66,250.59,266.01,216.39,None,1.69189938844686,2.67185E-05,None,99,99,12.32,99,99,11.18,10.73,None,181.233933,31.030981,5130.13,19.35,2.568,0.032,-1.741,0.017,53.74,8.01,181.23392386136,31.03098658878,4.01438069032493E+018,181.23385140997,0.0127,31.03090875438,0.011,0.5801,0.0151,38.3135,22.401,-13.969,0.017,-17.513,0.013,401.3,0.066,4.79,31,17,1.043,192980,50.7602,12.473586,97292,72.2408,12.86835,137862,11.899286,0.969064,58.28,1.31,10,5500,3.5,1.45231812338908E+017,1.23766725562499E+018,,0.00277,0.002904,0.003804,12.473586,0.00277,192980,0.034634,189.154321407438,79.1235182272354,0.32113267667893,-0.051749441582178,-34.7887629161977,-179.324452768198,-12.0147981583521,8.6878192151729,1.37468564960958,-0.006072996085016,-35.3956499285837,5.22482899756129,-179.532416642886,0.330332152872147,-2.98425395929705,35.8646508374882,-178.854656387898,413.226496435776
28506019,184.012772,30.227201,10.78,45.9,99.83,119,106.6,None,3.17990742789655,2.01473E-05,None,99,99,13.28,99,99,11.93,11.37,None,184.012772,30.227201,4491.94,48.16,1.279,0.079,-1.6,0.046,-140.08,6.04,184.01276539669,30.22718035831,4.01371040484459E+018,184.01277503051,0.0131,30.22708231354,0.0109,0.311,0.0159,19.5794,22.139,1.873,0.014,-22.06,0.013,281.73,0,0,95,18,0.97,83133.4,273.9,13.387929,38543,424.734,13.873679,64490.7,12.724154,1.149526,-154.06,11.33,9,4500,3,1.44271840127693E+017,1.2376672545523E+018,,0.004515,0.012286,0.009895,13.389625,0.00452,83003.6,0.077097,189.081405015427,81.6460184769811,0.461309471310782,-0.07373625760552,184.971831261115,-281.533568131538,20.1480277676015,9.22737729127197,1.21880334355864,-0.008513086451193,182.818162592611,45.6905642691888,-279.948704282142,0.476702990775629,-2.98626241953452,-182.581417974534,-282.843091532426,543.985201464917
28508054,183.654879,30.729286,29.24,119.28,301.75,360.19,312.23,None,2.46005161860115,2.29159E-05,None,99,99,11.87,99,99,10.63,10.14,None,183.654879,30.729286,4941.04,14.93,2.138,0.025,-1.713,0.014,53.49,6.87,183.65483654544,30.72924615077,4.01378733200297E+018,183.65483735564,0.0141,30.72910071591,0.0107,0.4015,0.0148,27.056,32.723,0.157,0.017,-32.723,0.013,592.37,0.092,11.71,31,17,1.091,287753,66.2784,12.039817,138616,62.3307,12.484008,214532,11.419164,1.064844,57.26,0.52,8,5000,3,,1.23766725508904E+018,,0.002767,0.002833,0.003836,12.039817,0.002767,287753,0.194525,186.665884542227,81.1799093257479,0.379317091119104,-0.044330560713299,184.090384337592,-338.950834640255,22.3315743133344,8.92547968761461,1.29142574511412,-0.005167097301116,184.790183011659,29.7863003838379,-337.995101148676,0.389310846957898,-3.02744583221844,-182.34861307926,-339.642541540122,599.616982983541
28702146,59.716753,45.1755,7.27,35.54,104.44,202.52,193.06,None,-0.442861899592442,2.37498E-05,None,99,14.55,12.49,11.54,9.27,8.31,8.02,None,59.716753,45.1755,4058.73,137.4,1.26,0.226,-1.042,0.133,-37.25,7.12,59.71677556843,45.17552112895,2.43963011525856E+017,59.71677252507,0.0138,45.17552289222,0.0105,0.2446,0.0181,13.5314,0.625,-0.483,0.018,0.397,0.016,988.87,0.1,15.17,31,20,1.056,240420,98.5718,12.234941,51303.8,106.627,13.563169,283812,11.11532,2.447848,-32.15,0.38,14,4500,3,1.62210597167611E+017,,,0.002791,0.003588,0.003916,12.234941,0.002791,240420,0.095216,154.080001340408,-6.06188508848612,3.65648471028568,1.77707103609986,5.35099138933793,10.8679231475319,-0.273702983576324,11.9966915013485,1.60679200739534,0.148774327285192,6.90843193717239,0.032377566681896,9.95471396399562,4.06421150154437,2.68905839239064,-3.65412689222454,11.7950900932004,222.152898689089
